url	download_complete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=malek	incomplete
www.ics.uci.edu/~pattis	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=kobsa	incomplete
evoke.ics.uci.edu/newsite?page_id=219	incomplete
www.ics.uci.edu//intranet.ics.uci.edu/index.phtml?topic=%3CBIG%3EPlease+login%21%3C%2FBIG%3E%0A&state__=wcapp.help%2F%2F1518758068%2F%2F%2F%2F%2F%26b741eaa67f00e88163a221d83eb15ea9	incomplete
elnino.ics.uci.edu	incomplete
www.ics.uci.edu/community/news/view_news?id=1206	incomplete
www.ics.uci.edu/prospective/zh-tw/admissions/freshmen	incomplete
www.ics.uci.edu/%7eprojects/satware	incomplete
www.ics.uci.edu/~vpsaini	incomplete
www.ics.uci.edu/community/news/view_news?id=1195	incomplete
www.ics.uci.edu/community/news/view_news?id=1194	incomplete
www.ics.uci.edu/community/news/view_news?id=1197	incomplete
www.ics.uci.edu/community/news/view_news?id=1196	incomplete
www.ics.uci.edu/community/news/view_news?id=1191	incomplete
www.ics.uci.edu/community/news/view_news?id=1190	incomplete
www.ics.uci.edu/community/news/view_news?id=1218	incomplete
www.ics.uci.edu/community/news/view_news?id=1219	incomplete
www.ics.uci.edu/community/news/press/view_press?id=161	incomplete
www.ics.uci.edu/community/news/view_news?id=1217	incomplete
www.ics.uci.edu/prospective/zh-tw/contact/student-affairs	incomplete
www.ics.uci.edu/community/news/view_news?id=1215	incomplete
www.ics.uci.edu/community/news/view_news?id=1199	incomplete
www.ics.uci.edu/community/news/press/view_press?id=164	incomplete
www.ics.uci.edu/community/news/press/view_press?id=167	incomplete
www.ics.uci.edu/community/news/press/view_press?id=166	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=eppstein	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=yamingy	incomplete
www.ics.uci.edu/prospective/en/degrees/data-science	complete
www.ics.uci.edu/~ngallo1	incomplete
www.ics.uci.edu/~zbutler	incomplete
mhcid.ics.uci.edu/people/industry-advisory-board	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=givargis	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=elzarki	incomplete
www.ics.uci.edu/computing/account/renewal.php	complete
mcs.ics.uci.edu/career/additional-skills-resources	incomplete
www.ics.uci.edu/prospective/en	complete
mhcid.ics.uci.edu/faq	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=sjarecki	incomplete
www.ics.uci.edu/community/news/view_news?id=1289	incomplete
www.ics.uci.edu/community/news/view_news?id=1288	incomplete
www.ics.uci.edu/prospective/ko/careers/breadth	incomplete
www.ics.uci.edu/community/news/view_news?id=1281	incomplete
www.ics.uci.edu/community/news/view_news?id=1280	incomplete
www.ics.uci.edu/community/news/view_news?id=1283	incomplete
www.ics.uci.edu/community/news/view_news?id=1282	incomplete
www.ics.uci.edu/community/news/view_news?id=1285	incomplete
www.ics.uci.edu/community/news/view_news?id=1284	incomplete
www.ics.uci.edu/community/news/view_news?id=1287	incomplete
www.ics.uci.edu/prospective/en/admissions/financial-aid	incomplete
www.ics.uci.edu/community/news/view_news?id=1184	incomplete
www.ics.uci.edu/~huw5	incomplete
www.uci.edu/copyright.php	incomplete
www.ics.uci.edu/grad/degrees	incomplete
www.informatics.uci.edu	incomplete
www.ics.uci.edu/about/about_factsfigures.php	complete
www.ics.uci.edu/community/news/view_news?id=1151	incomplete
www.ics.uci.edu/~mlevorat/index.html	complete
ceng.usc.edu/~bkrishna	incomplete
www.ics.uci.edu/ugrad/courses/listing.php?year=2016&level=Lower-Division&department=STATS&program=ALL	incomplete
www.ics.uci.edu/community/news/view_news?id=1150	incomplete
mcs.ics.uci.edu/current-students/resources	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=jfeldman	incomplete
www.ics.uci.edu/community/news/view_news?id=1153	incomplete
www.ics.uci.edu/prospective/en/careers/internships	incomplete
gats.ics.uci.edu/tracker/index.php	incomplete
emj.ics.uci.edu/papers/computational-biology-papers	incomplete
www.ics.uci.edu/about/annualreport	complete
www.ics.uci.edu/community/news/view_news.php?id=1261	complete
www.ics.uci.edu/prospective/en/admissions/housing	incomplete
www.ics.uci.edu/grad/degrees/degree_cs.php	complete
www.ics.uci.edu/ugrad/policies/Academic_Integrity	complete
webmail.ics.uci.edu	complete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=hayesg	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1263	complete
www.ics.uci.edu/community/news/view_news.php?id=1262	complete
www.ics.uci.edu//www.stat.uci.edu/news	incomplete
www.ics.uci.edu/computing/web/faqs.php	complete
www.ics.uci.edu/involved/project_class	complete
mcs.ics.uci.edu/current-students/mcs-grade-policy	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=ksalen	incomplete
www.ics.uci.edu/community/news/view_news?id=1253	incomplete
www.ics.uci.edu/ics/bin/pdf/grad/F17-17 Graduate Student Handbook.pdf	incomplete
www.ics.uci.edu/community/news/view_news?id=1136	incomplete
www.ics.uci.edu/ugrad/courses	complete
www.ics.uci.edu/prospective/ko/student-life/diversity	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=franz	incomplete
www.jcdcgg.u-tokai.ac.jp	incomplete
www.ics.uci.edu/faculty/area	complete
www.battlefield.com	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1268	complete
www.ics.uci.edu/~tujohnso	incomplete
www.uci.edu	incomplete
www.ics.uci.edu/grad/forms	complete
www.ics.uci.edu/community/news/view_news?id=1255	incomplete
asterixdb.apache.org	incomplete
www.ics.uci.edu/%7elab/students/printing.php	incomplete
gats.ics.uci.edu//tracker	complete
www.ics.uci.edu/~kringlan	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=golson	incomplete
malek.ics.uci.edu	incomplete
www.ics.uci.edu/~zsshaikh	incomplete
mhcid.ics.uci.edu/admissions/information-session-2	incomplete
www.ics.uci.edu/about/visit/index	complete
www.ics.uci.edu/faculty/centers	complete
www.ics.uci.edu/~aburtsev	incomplete
www.ics.uci.edu/community/scholarships/index	complete
www.ics.uci.edu/community/news	complete
www.ics.uci.edu/computing/account	complete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=pjsmyth	incomplete
www.ics.uci.edu/~lueker	incomplete
www.ics.uci.edu/ugrad/degrees	complete
www.ics.uci.edu/~zhaoxia	incomplete
www.ics.uci.edu/prospective/ko/degrees/software-engineering	incomplete
www.ics.uci.edu/community/news/view_news?id=1189	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=dhirschb	incomplete
www.ics.uci.edu/grad/index	complete
www.ics.uci.edu/prospective/ko/degrees/computer-science-engineering	incomplete
docs.google.com/forms/d/e/1FAIpQLSc3pUksl4A4FmGU6ShQhhscL18BUPaWDCkvbKiM_faw0Ds9sg/viewform	incomplete
sherlock.ics.uci.edu	incomplete
www.ics.uci.edu/~ihler	incomplete
www.finalfantasyxv.com	incomplete
www.ics.uci.edu/~jutts	incomplete
www.ics.uci.edu/prospective/vi/degrees/computer-science	incomplete
mcs.ics.uci.edu/career/personal-branding-marketing	incomplete
www.ics.uci.edu/computing/policy/index.php	incomplete
www.ics.uci.edu/prospective/ko/opportunities/entrepreneurship	incomplete
www.ics.uci.edu/~gts	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=igassko	incomplete
www.ics.uci.edu	complete
www.ics.uci.edu/community/news/view_news.php?id=1265	incomplete
www.ics.uci.edu/prospective/ko/opportunities/applied-learning	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1267	incomplete
www.ics.uci.edu/community/news/view_news?id=1152	incomplete
www.ics.uci.edu/community/news/view_news?id=1155	incomplete
www.ics.uci.edu/community/news/view_news?id=1154	incomplete
www.ics.uci.edu/community/news/view_news?id=1157	incomplete
www.ics.uci.edu/community/news/view_news?id=1156	incomplete
www.ics.uci.edu/community/news/view_news?id=1159	incomplete
www.ics.uci.edu/community/news/view_news?id=1158	incomplete
www.ics.uci.edu/community/news/view_news?id=1250	incomplete
www.ics.uci.edu/community/news/view_news?id=1251	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1269	incomplete
www.ics.uci.edu/community/news/view_news?id=1257	incomplete
www.ics.uci.edu/community/news/view_news?id=1254	incomplete
www.ics.uci.edu/~aalsulim	incomplete
www.ics.uci.edu/prospective/zh-tw/degrees/data-science	incomplete
www.ics.uci.edu/~thornton	incomplete
vid.ics.uci.edu/lab-members/faculty/judith_full	incomplete
www.ics.uci.edu/prospective/ko/degrees/overview	incomplete
www.ics.uci.edu/~avinask1	incomplete
playoverwatch.com/en-us	incomplete
www.ics.uci.edu/~aftabh	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=jain	incomplete
swiki.ics.uci.edu	incomplete
www.ics.uci.edu/grad/policies/index	complete
www.ics.uci.edu/prospective/zh-tw/degrees/computer-science	incomplete
mailboss.ics.uci.edu	incomplete
gats.ics.uci.edu/tracker	incomplete
www.ics.uci.edu/ugrad/sao/index	complete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=wmt	incomplete
www.ics.uci.edu/prospective/vi/degrees/minors	incomplete
www.ics.uci.edu/~givargis	incomplete
www.nsf.gov	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=alfaro	incomplete
www.ics.uci.edu/~goodrich	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=jutts	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=lueker	incomplete
www.ics.uci.edu/computing/email/thunderbird_Gmail.php	complete
creativecommons.org/licenses/by-nc-sa/4.0	incomplete
www.ics.uci.edu/computing/email/thunderbird_setup.php	complete
www.ics.uci.edu/grad/policies	incomplete
www.cambridge.org/core/books/forbidden-configurations-in-discrete-geometry/0A90D6B522B1DFF59641F086F149EA45	incomplete
www.ics.uci.edu/~magda	incomplete
www.ics.uci.edu/faculty/index.php?department=Statistics	incomplete
www.ics.uci.edu/prospective/en/admissions/application-tips	incomplete
www.ics.uci.edu/prospective/en/uci/city-of-irvine	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=wjohnson	incomplete
duttgroup.ics.uci.edu/doku.php/projects	complete
mcs.ics.uci.edu/current-students/once-admitted	incomplete
www.ics.uci.edu/prospective/vi/degrees/informatics	incomplete
mhcid.ics.uci.edu/program/about-the-program	complete
twitter.com/UCIbrenICS	incomplete
www.ics.uci.edu/ugrad/QA_Petitions	complete
www.ics.uci.edu/community/news/view_news.php?id=1257	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=pfbaldi	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=dechter	incomplete
www.ics.uci.edu/computing/services/sophos_mac.php	complete
www.ics.uci.edu/community/news/view_news?id=1232	incomplete
asterix.ics.uci.edu	complete
www.ics.uci.edu/prospective/en/uci/bren-school	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=weinings	incomplete
www.ics.uci.edu/computing/email/google_apps.php	complete
2017.cccg.ca	incomplete
mhcid.ics.uci.edu/admissions/costs-and-financial-aid	incomplete
www.ics.uci.edu/~hstrong	incomplete
www.ics.uci.edu/computing/account/password.php	complete
mcs.ics.uci.edu/current-students/resources/forms	incomplete
www.smh.com.au/news/obituaries/a-world-of-teaching-and-numbers--times-two/2005/11/06/1131211943674.html	incomplete
www.ics.uci.edu/prospective/vi/degrees/business-information-management	incomplete
www.ics.uci.edu/prospective/en/degrees/business-information-management	complete
www.ics.uci.edu/about/search/search_graduate_all.php	complete
www.ics.uci.edu/~khanhtn1	incomplete
www.ics.uci.edu/computing/email/delivery_point.php	complete
www.ics.uci.edu/~wscacchi	incomplete
www.ics.uci.edu/~celustig	incomplete
www.ics.uci.edu/prospective/en/opportunities/entrepreneurship	complete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=gtsudik	incomplete
www.ics.uci.edu/faculty/index.php?department=Computer Science	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=anicolau	incomplete
www.pokemon-sunmoon.com/en-us	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=ssirani	incomplete
www.ics.uci.edu/involved/corporate_partner	complete
www.ics.uci.edu/~franklin	incomplete
www.ics.uci.edu/ugrad/degrees/index.php	complete
www.ics.uci.edu/~mengyaz1	incomplete
www.ics.uci.edu/prospective/en/careers/graduate-school	incomplete
mcs.ics.uci.edu/prospective-students/application-process	complete
www.ics.uci.edu/computing/web/personalpage.php	complete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=goodrich	incomplete
www.ics.uci.edu/~eli	incomplete
www.ics.uci.edu/community/scholarships/index.php	incomplete
www.ics.uci.edu/~eward	incomplete
www.ics.uci.edu/ugrad/courses/listing.php?year=2016&level=Graduate&department=STATS&program=ALL	incomplete
stardewvalley.net	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=lbic	incomplete
www.ics.uci.edu/~babaks	incomplete
soundcloud.com/uci-brenics	incomplete
www.ics.uci.edu/community/news/view_news?id=1193	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=kay	incomplete
www.ics.uci.edu/prospective/en/careers/job-opportunities	incomplete
www.ics.uci.edu/community/news/view_news?id=1117	complete
www.ics.uci.edu/prospective/ko/degrees/computer-game-science	incomplete
www.ics.uci.edu/dept	complete
www.ics.uci.edu/ugrad/policies	complete
www.ics.uci.edu/community/news/view_news?id=1216	incomplete
www.ics.uci.edu/~vazirani	incomplete
www.ics.uci.edu/~lopes	incomplete
www.ics.uci.edu/prospective/zh-tw/degrees/informatics	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=baldib	incomplete
www.ics.uci.edu/community/news/press/view_press?id=163	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=mmazmani	incomplete
www.ics.uci.edu/computing/services/sophos_win.php	complete
www.ics.uci.edu/prospective/en/degrees/overview	complete
www.ics.uci.edu/prospective/vi	complete
www.cs.uci.edu/wp-content/cs/uploads/ACD_3960-1.jpg	incomplete
www.ics.uci.edu/community/news/press/view_press?id=165	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=mjcarey	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=ardalan	incomplete
www.ics.uci.edu/community/news/view_news?id=1213	incomplete
www.ics.uci.edu/community/news/view_news?id=1168	incomplete
www.ics.uci.edu/community/news/view_news?id=1169	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=aburtsev	incomplete
www.ics.uci.edu/computing/account/mapdrive_mac.php	complete
www.ics.uci.edu/community/news/view_news?id=1210	incomplete
www.ics.uci.edu/community/news/view_news?id=1160	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1255	incomplete
www.ics.uci.edu/community/news/view_news?id=1162	incomplete
www.ics.uci.edu/community/news/view_news?id=1163	incomplete
www.ics.uci.edu/community/news/view_news?id=1164	incomplete
www.ics.uci.edu/community/news/view_news?id=1165	incomplete
www.ics.uci.edu/community/news/view_news?id=1166	incomplete
www.ics.uci.edu/community/news/view_news?id=1167	incomplete
www.ics.uci.edu/community/news/view_news?id=1201	incomplete
mesl.ucsd.edu/spark	incomplete
www.ics.uci.edu/community/news/view_news?id=1203	incomplete
www.ics.uci.edu/community/news/view_news?id=1202	incomplete
www.ics.uci.edu/community/news/view_news?id=1205	incomplete
www.ics.uci.edu/community/news/view_news?id=1204	incomplete
www.ics.uci.edu/community/news/view_news?id=1207	incomplete
www.ics.uci.edu/prospective/vi/opportunities/honors	incomplete
www.ics.uci.edu/community/news/view_news?id=1209	incomplete
www.ics.uci.edu/community/news/view_news?id=1208	incomplete
www.ics.uci.edu/~amirr1	incomplete
www.ics.uci.edu/prospective/en/degrees/computer-game-science	complete
mcs.ics.uci.edu/about/curriculum	incomplete
www.ics.uci.edu/prospective/ko/degrees/business-information-management	incomplete
www.ics.uci.edu/faculty/index.php?letter=M	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=taylor	incomplete
mcs.ics.uci.edu/prospective-students/admissions-requirement	incomplete
www.ics.uci.edu/prospective/vi/degrees/overview	incomplete
www.ics.uci.edu/%7etheory	incomplete
www.ics.uci.edu/grad/resources	complete
www.ics.uci.edu/prospective/en/degrees/ics-undeclared-pre-major	complete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=dutt	incomplete
mcs.ics.uci.edu/about/the-program	incomplete
www.uci.edu/cgi-bin/phonebook	incomplete
www.ics.uci.edu/ugrad/policies/index.php	incomplete
www.ics.uci.edu/prospective/vi/uci/campus	incomplete
www.ics.uci.edu/faculty/area/index.php	incomplete
www.ics.uci.edu/~lmartie	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=aregan	incomplete
www.ics.uci.edu/faculty/index.php?letter=U	incomplete
www.ics.uci.edu/prospective/ko/uci/campus	incomplete
luci.ics.uci.edu	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=klefstad	incomplete
www.pcmag.com/news/357685/inside-darpas-hackfest-at-nasa-research-park	incomplete
www.ics.uci.edu/computing/email/mailboss.php	complete
www.ics.uci.edu/computing/policy/ethics.php	complete
www.ics.uci.edu/community/news/view_news?id=1146	incomplete
www.ics.uci.edu/community/news/view_news?id=1147	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=xhx	incomplete
www.ics.uci.edu/community/news/view_news?id=1144	incomplete
www.ics.uci.edu/computing/contact/helpdesk.php	complete
www.ics.uci.edu/community/news/view_news?id=1145	incomplete
www.ics.uci.edu/about/about_contact.php	complete
www.unchartedthegame.com/en-us/games/uncharted-4	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=vvazirani	incomplete
www.ics.uci.edu/community/news/view_news?id=1212	incomplete
www.ics.uci.edu/prospective/vi/careers/breadth	incomplete
www.ics.uci.edu/community/news/press/view_press?id=162	incomplete
www.ics.uci.edu/prospective/en/opportunities/research	complete
www.ics.uci.edu/prospective/zh-tw/degrees/computer-game-science	incomplete
mcs.ics.uci.edu/career/career-planning	incomplete
www.ics.uci.edu/~wjohnson	incomplete
